log,source,label
Jul  9 11:35:59 combo ftpd[23046]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23048]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23045]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23043]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23040]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23044]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23039]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23041]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23047]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23033]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23042]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 11:35:59 combo ftpd[23034]: connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23140]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23143]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23142]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23141]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23144]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23145]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23146]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23148]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23149]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23150]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:49 combo ftpd[23147]: connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Linux,Normal Activity
Jul  9 12:16:51 combo ftpd[23151]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Linux,Normal Activity
Jul  9 12:16:51 combo ftpd[23152]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Linux,Normal Activity
Jul  9 12:16:51 combo ftpd[23153]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Linux,Normal Activity
Jul  9 12:16:51 combo ftpd[23155]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Linux,Normal Activity
Jul  9 12:16:51 combo ftpd[23154]: connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Linux,Normal Activity
Jul  9 12:16:52 combo ftpd[23156]: connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,Linux,Normal Activity
Jul  9 12:16:52 combo ftpd[23157]: connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23204]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23216]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23215]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23205]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23217]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23206]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23207]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23208]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23209]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23219]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23210]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23218]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23213]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23212]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23211]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23220]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23214]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:44 combo ftpd[23221]: connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,Linux,Normal Activity
Jul  9 12:59:45 combo ftpd[23222]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Linux,Normal Activity
Jul  9 12:59:45 combo ftpd[23223]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Linux,Normal Activity
Jul  9 12:59:45 combo ftpd[23224]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Linux,Normal Activity
Jul  9 12:59:45 combo ftpd[23225]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Linux,Normal Activity
Jul  9 12:59:45 combo ftpd[23226]: connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Linux,Normal Activity
Jul  9 19:34:06 combo sshd(pam_unix)[23780]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:06 combo sshd(pam_unix)[23781]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:06 combo sshd(pam_unix)[23784]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:07 combo sshd(pam_unix)[23786]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:09 combo sshd(pam_unix)[23788]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:09 combo sshd(pam_unix)[23790]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:10 combo sshd(pam_unix)[23792]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:12 combo sshd(pam_unix)[23794]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:13 combo sshd(pam_unix)[23796]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 19:34:14 combo sshd(pam_unix)[23798]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Linux,Brute Force Attack
Jul  9 22:53:19 combo ftpd[24085]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:19 combo ftpd[24088]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:19 combo ftpd[24087]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:19 combo ftpd[24089]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:19 combo ftpd[24090]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:19 combo ftpd[24091]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24081]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24071]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24077]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24086]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24069]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24074]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24079]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24072]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24076]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24075]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24078]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24080]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24084]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24070]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24083]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24082]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul  9 22:53:22 combo ftpd[24073]: connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24513]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24512]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24519]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24514]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24515]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24516]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24517]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24521]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24520]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24522]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24518]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24523]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24524]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24525]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24526]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24527]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24528]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24529]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24530]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24531]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24532]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24533]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 03:55:15 combo ftpd[24534]: connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Linux,Normal Activity
Jul 10 04:04:31 combo su(pam_unix)[24898]: session opened for user cyrus by (uid=0),Linux,Normal Activity
Jul 10 04:04:32 combo su(pam_unix)[24898]: session closed for user cyrus,Linux,Normal Activity
Jul 10 04:04:33 combo cups: cupsd shutdown succeeded,Linux,Normal Activity
Jul 10 04:04:39 combo cups: cupsd startup succeeded,Linux,Normal Activity
Jul 10 04:04:46 combo syslogd 1.4.1: restart.,Linux,Normal Activity
Jul 10 04:04:46 combo logrotate: ALERT exited abnormally with [1],Linux,Normal Activity
Jul 10 04:10:47 combo su(pam_unix)[26353]: session opened for user news by (uid=0),Linux,Normal Activity
Jul 10 04:10:47 combo su(pam_unix)[26353]: session closed for user news,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29726]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29725]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29719]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29723]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29720]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29717]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29718]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29724]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29722]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29727]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:24 combo ftpd[29721]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29728]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29730]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29731]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29732]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29729]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29733]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29734]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29737]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29738]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29739]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29735]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 07:24:34 combo ftpd[29736]: connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30278]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30276]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30277]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30292]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30293]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30279]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30280]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30295]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30281]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30282]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30288]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30284]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30290]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30294]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30296]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30283]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30285]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30289]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30286]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30297]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30287]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30298]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 13:17:22 combo ftpd[30291]: connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Linux,Normal Activity
Jul 10 16:01:43 combo sshd(pam_unix)[30530]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:44 combo sshd(pam_unix)[30532]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:45 combo sshd(pam_unix)[30534]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:45 combo sshd(pam_unix)[30535]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:46 combo sshd(pam_unix)[30536]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:47 combo sshd(pam_unix)[30540]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:48 combo sshd(pam_unix)[30542]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:48 combo sshd(pam_unix)[30544]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:48 combo sshd(pam_unix)[30546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:49 combo sshd(pam_unix)[30548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:56 combo sshd(pam_unix)[30550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:57 combo sshd(pam_unix)[30552]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:58 combo sshd(pam_unix)[30554]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:58 combo sshd(pam_unix)[30555]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:59 combo sshd(pam_unix)[30558]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:01:59 combo sshd(pam_unix)[30560]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:01 combo sshd(pam_unix)[30562]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:01 combo sshd(pam_unix)[30564]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:01 combo sshd(pam_unix)[30566]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:02 combo sshd(pam_unix)[30568]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:08 combo sshd(pam_unix)[30570]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:09 combo sshd(pam_unix)[30572]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:10 combo sshd(pam_unix)[30574]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
Jul 10 16:02:10 combo sshd(pam_unix)[30575]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Linux,Brute Force Attack
